Index,Date,Date_num,Start_time,End_time,Observers,Scribe,Xcoord,Ycoord,Ground_Temp (C),Ambient_Temp (C),RH (%),Wind (km/h),Soil_pH,Soil_Hum (%),Rain,Plot_ID_Full,Plot_ID,Survey_Type,Survey_Number,Sheet_ID,No.,Recap,SVL(mm),GPS_Waypoint,Mass (g),Burrow(Y/N),Burrow_Depth,Microhabitat,Pads,Color,Eggs,STAGE,Unique_ID,Final_PITtag_Toeclip,Toeclip,Old_wrong,Body Condition,Ycoord,Xcoord,Comments,Outside Plot,Captured_only_once,Matured_during_study,Underground,QC
100,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,5,R,,,,,,,,,,U,ID-982000406562839,9.82E+14,,,,4118980,367376,21:55,N,N,N,Y,
101,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,6,R,,,,,,,,,,U,ID-982000363614639,9.82E+14,,,,4118990,367365,21:57,N,N,N,Y,
102,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,7,R,,,,,,,,,,U,ID-982000406562538,9.82E+14,,,,4118980,367385,22:07,N,N,N,Y,
103,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,8,R,,,,,,,,,,U,ID-982000406562814,9.82E+14,,,,4118980,367376,22:15,N,N,N,Y,
104,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,9,R,,,,,,,,,,U,ID-982000406255056,9.82E+14,,,,4119000,367385,22:16,N,N,N,Y,
105,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,10,R,,,,,,,,,,U,ID-982000406255126,9.82E+14,,,,4118990,367370,22:19,N,N,N,Y,
106,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,11,R,,,,,,,,,,U,ID-900118001081251,9.00E+14,,,,4118960,367375,22:36,N,N,N,Y,
107,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,12,R,,,,,,,,,,U,ID-982000406562608,9.82E+14,,,,4118980,367374,22:36,N,N,N,Y,
108,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,13,R,,,,,,,,,,U,ID-982000406562727,9.82E+14,,,,4118970,367365,22:40,N,N,N,Y,
109,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,14,R,,,,,,,,,,U,ID-982000406562842,9.82E+14,,,,4118980,367365,22:41,N,N,N,Y,
110,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,15,R,,,,,,,,,,U,ID-982000406255106,9.82E+14,,,,4118980,367357,22:42,N,N,N,Y,
111,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,16,R,,,,,,,,,,U,ID-982000406563250,9.82E+14,,,,4118980,367377,22:48,N,N,N,Y,
112,22-Aug-16,20160822,21:17,23:05,ADS x 2,?,,,23.5,22.5,81,0,6.8,10,No,A; Etour,A,Plot,7,SS-22-AUG-2016-01,17,R,,,,,,,,,,U,ID-982000406562673,9.82E+14,,,,4118970,367353,22:57,N,N,N,Y,
131,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,1,R,,,,N,,L.L.,,G,N,U,ID-982000406255186,9.82E+14,,,OK,4121488,363219,PERI,Y,N,N,N,
158,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,28,R,,,,,,,,,,U,ID-982000406255200,9.82E+14,,,,4121480,363226,-,N,N,N,Y,
183,21-May-16,20160521,21:20,22:26,"ADS, MRL",HW,,,16.8,15.4,94.8,0,6.4,55,,B; FTown Loop,B,Plot,3,SS-21-MAY-2016-01,25,R,,,,,,,,,,U,ID-982000406255188,9.82E+14,,,,4121490,363216,22:49,N,N,N,Y,
184,21-May-16,20160521,21:20,22:26,"ADS, MRL",HW,,,16.8,15.4,94.8,0,6.4,55,,B; FTown Loop,B,Plot,3,SS-21-MAY-2016-01,26,R,,,,,,,,,,U,ID-982000406562624,9.82E+14,,,,4121480,363237,23:10,N,N,N,Y,
217,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,32,R,,,,,,,,,,U,ID-982000406255188,9.82E+14,,,,4121480,363221,22:57,N,N,N,Y,
218,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,33,R,,,,,,,,,,U,ID-982000406562696,9.82E+14,,,,4121470,363227,23:15,N,N,Y,Y,
219,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,34,R,,,,,,,,,,U,ID-982000406255183,9.82E+14,,,,4121480,363228,23:24,N,N,N,Y,
220,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,35,R,,,,,,,,,,U,ID-982000406562569,9.82E+14,,,,4121470,363229,23:29,N,N,N,Y,
221,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,36,R,,,,,,,,,,U,ID-982000406562611,9.82E+14,,,,4121480,363232,23:42,N,N,N,Y,
222,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,37,R,,,,,,,,,,U,ID-982000406562632,9.82E+14,,,,4121480,363241,0:03,N,N,N,Y,
267,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,45,R,,,,,,,,,,U,ID-982000406563271,9.82E+14,,,,4121490,363226,2308,N,N,N,Y,
268,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,46,R,,,,,,,,,,U,ID-982000406563167,9.82E+14,,,,4121470,363231,2311,N,N,N,Y,
269,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,47,R,,,,,,,,,,U,ID-900118001076846,9.00E+14,,,,4121480,363240,2314,N,N,N,Y,
270,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,48,R,,,,,,,,,,U,ID-982000406562616,9.82E+14,,,,4121500,363225,2318,N,N,N,Y,
271,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,49,R,,,,,,,,,,U,ID-982000406563321,9.82E+14,,,,4121480,363228,2324,N,N,N,Y,
272,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,50,R,,,,,,,,,,U,ID-982000406563162,9.82E+14,,,,4121480,363225,2324,N,N,N,Y,
273,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,51,R,,,,,,,,,,U,ID-900118001076846,9.00E+14,,,,4121480,363212,2329,N,N,N,Y,
274,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,52,R,,,,,,,,,,U,ID-982000406562632,9.82E+14,,,,4121490,363244,2341,N,N,N,Y,
293,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,19,R,,,,,,,,,,U,ID-982000406255188,9.82E+14,,,,4121480,363258,22:15,N,N,N,Y,
294,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,20,R,,,,,,,,,,U,ID-982000406563218,9.82E+14,,,,4121500,363285,22:17,N,N,N,Y,
295,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,21,R,,,,,,,,,,U,ID-982000406563035,9.82E+14,,,,4121500,363280,22:18,N,N,N,Y,
296,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,22,R,,,,,,,,,,U,ID-982000406563128,9.82E+14,,,,4121480,363219,22:27,N,N,N,Y,
297,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,23,R,,,,,,,,,,U,ID-982000406255129,9.82E+14,,,,4121490,363204,22:28,N,N,Y,Y,
298,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,24,R,,,,,,,,,,U,ID-982000406562857,9.82E+14,,,,4121480,363232,22:31,N,N,N,Y,
299,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,25,R,,,,,,,,,,U,ID-982000406562616,9.82E+14,,,,4121480,363204,22:46,N,N,N,Y,
300,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,26,R,,,,,,,,,,U,ID-982000406563045,9.82E+14,,,,4121470,363213,22:47,N,N,N,Y,
301,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,27,R,,,,,,,,,,U,ID-900118001083236,9.00E+14,,9.82E+14,,4121470,363215,22:48,N,N,N,Y,
302,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,28,R,,,,,,,,,,U,ID-982000406563242,9.82E+14,,,,4121480,363194,22:51,N,N,N,Y,
303,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,29,R,,,,,,,,,,U,ID-982000406562703,9.82E+14,,,,4121460,363237,22:53,N,N,N,Y,
304,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,30,R,,,,,,,,,,U,ID-900118001076594,9.00E+14,,,,4121470,363217,22:56,N,N,N,Y,
305,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,31,R,,,,,,,,,,U,ID-982000406563222,9.82E+14,,,,4121470,363238,23:01,N,N,N,Y,
306,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,32,R,,,,,,,,,,U,ID-982000406563083,9.82E+14,,,,4121470,363212,23:02,N,N,N,Y,
307,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,33,R,,,,,,,,,,U,ID-982000406563180,9.82E+14,,,,4121470,363200,23:03,N,N,N,Y,
308,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,34,R,,,,,,,,,,U,ID-982000406563030,9.82E+14,,,,4121470,363208,23:05,N,N,N,Y,
309,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,35,R,,,,,,,,,,U,ID-982000406563301,9.82E+14,,,,4121460,363233,23:30,N,N,N,Y,
310,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,1,R,,,,,,,,,,U,ID-982000406255180,9.82E+14,,,,4121480,363209,21:22,N,N,N,Y,
311,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,2,R,,,,,,,,,,U,ID-982000406563140,9.82E+14,,,,4121490,363210,21:27,N,N,N,Y,
312,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,3,R,,,,,,,,,,U,ID-982000406562857,9.82E+14,,,,4121480,363212,21:39,N,N,N,Y,
313,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,4,R,,,,,,,,,,U,ID-982000406563216,9.82E+14,,,,4121470,363206,21:43,N,N,N,Y,
314,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,5,R,,,,,,,,,,U,ID-982000406562703,9.82E+14,,,,4121470,363211,21:44,N,N,N,Y,
315,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,6,R,,,,,,,,,,U,ID-982000406255125,9.82E+14,,,,4121470,363213,21:44,N,N,N,Y,
316,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,7,R,,,,,,,,,,U,ID-982000406562653,9.82E+14,,,,4121460,363222,21:49,N,N,N,Y,
317,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,8,R,,,,,,,,,,U,ID-982000406563114,9.82E+14,,,,4121480,363215,21:52,N,N,N,Y,
318,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,9,R,,,,,,,,,,U,ID-982000406562696,9.82E+14,,,,4121480,363211,21:56,N,N,Y,Y,
319,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,10,R,,,,,,,,,,U,ID-900118001083236,9.00E+14,,,,4121480,363209,21:58,N,N,N,Y,
320,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,11,R,,,,,,,,,,U,ID-982000406255164,9.82E+14,,,,4121490,363230,22:03,N,N,N,Y,
321,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,12,R,,,,,,,,,,U,ID-982000406562634,9.82E+14,,,,4121480,363234,22:05,N,N,N,Y,
322,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,13,R,,,,,,,,,,U,ID-982000406563301,9.82E+14,,,,4121480,363217,22:10,N,N,N,Y,
323,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,14,R,,,,,,,,,,U,ID-982000406562540,9.82E+14,,,,4121470,363220,22:11,N,N,N,Y,
324,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,15,R,,,,,,,,,,U,ID-900118001080937,9.00E+14,,,,4121490,363218,22:14,N,N,N,Y,
325,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,16,R,,,,,,,,,,U,ID-982000406563030,9.82E+14,,,,4121480,363215,22:14,N,N,N,Y,
326,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,17,R,,,,,,,,,,U,ID-982000406563035,9.82E+14,,,,4121500,363228,22:18,N,N,N,Y,
327,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,18,R,,,,,,,,,,U,ID-982000406563166,9.82E+14,,,,4121490,363226,22:18,N,N,N,Y,
328,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,19,R,,,,,,,,,,U,ID-982000406563204,9.82E+14,,,,4121490,363221,22:18,N,N,N,Y,
329,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,20,R,,,,,,,,,,U,ID-982000406563271,9.82E+14,,,,4121480,363226,22:21,N,N,N,Y,
330,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,21,R,,,,,,,,,,U,ID-982000406562616,9.82E+14,,,,4121470,363226,22:24,N,N,N,Y,
331,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,22,R,,,,,,,,,,U,ID-982000406563058,9.82E+14,,,,4121460,363228,22:25,N,N,N,Y,
332,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,23,R,,,,,,,,,,U,ID-982000406563134,9.82E+14,,,,4121480,363237,22:32,N,N,N,Y,
333,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,24,R,,,,,,,,,,U,ID-982000406562569,9.82E+14,,,,4121470,363228,22:33,N,N,N,Y,
334,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,25,R,,,,,,,,,,U,ID-900118001076846,9.00E+14,,,,4121470,363227,22:33,N,N,N,Y,
335,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,26,R,,,,,,,,,,U,ID-982000406562859,9.82E+14,,,,4121480,363228,22:40,N,N,N,Y,
336,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,27,R,,,,,,,,,,U,ID-982000406563321,9.82E+14,,,,4121480,363232,22:41,N,N,N,Y,
337,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,28,R,,,,,,,,,,U,ID-982000406563288,9.82E+14,,,,4121480,363226,22:42,N,N,N,Y,
338,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,29,R,,,,,,,,,,U,ID-982000406562826,9.82E+14,,,,4121480,363225,22:42,N,N,N,Y,
339,24-Aug-16,20160824,21:15,23:11,"HM, ADS",JF,,,22.4,21.6,81.2,,6.8,10,No,B; Ftown Loop,B,Plot,7,SS-24-AUG-2016-01; Scanned 3/4 of plot before antenna failed,30,R,,,,,,,,,,U,ID-982000406562611,9.82E+14,,,,4121470,363226,22:45,N,N,N,Y,
340,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,1,R,,,,,,,,,,U,ID-982000406255180,9.82E+14,,,,4121490,363218,2117,N,N,N,Y,
341,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,2,R,,,,,,,,,,U,ID-982000406563216,9.82E+14,,,,4121500,363221,2120,N,N,N,Y,
342,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,3,R,,,,,,,,,,U,ID-982000406563140,9.82E+14,,,,4121490,363217,2121,N,N,N,Y,
343,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,4,R,,,,,,,,,,U,ID-982000406563033,9.82E+14,,,,4121490,363214,2127,N,N,N,Y,
344,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,5,R,,,,,,,,,,U,ID-982000406562703,9.82E+14,,,,4121500,363220,2134,N,N,N,Y,
345,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,6,R,,,,,,,,,,U,ID-982000406255125,9.82E+14,,,,4121480,363224,2135,N,N,N,Y,
346,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,7,R,,,,,,,,,,U,ID-982000406563114,9.82E+14,,,,4121460,363218,2139,N,N,N,Y,
347,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,8,R,,,,,,,,,,U,ID-982000406562696,9.82E+14,,,,4121490,363220,2146,N,N,Y,Y,
348,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,9,R,,,,,,,,,,U,ID-900118001083236,9.00E+14,,,,4121490,363217,2147,N,N,N,Y,
349,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,10,R,,,,,,,,,,U,ID-982000406255164,9.82E+14,,,,4121480,363223,2151,N,N,N,Y,
350,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,11,R,,,,,,,,,,U,ID-982000406563058,9.82E+14,,,,4121470,363229,2202,N,N,N,Y,
351,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,12,R,,,,,,,,,,U,ID-982000406562624,9.82E+14,,,,4121490,363224,2203,N,N,N,Y,
352,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,13,R,,,,,,,,,,U,ID-982000406562634,9.82E+14,,,,4121490,363223,2205,N,N,N,Y,
