Index ,Date,Date_num,Start_time,End_time,Observers,Scribe,X-coord,Y-coord,Ground_Temp (C),Ambient_Temp (C),RH (%),Wind,Rain,Plot_ID,Survey_Type,Survey_Number,Sheet_ID,Missed Toads,Fooled by Spider Eyeshine,No.,Recap,SVL(mm),GPS_Waypoint,Mass,Mass/SVL ratio,Burrow(Y/N),Burrow_depth,Microhabitat,Pads,Color,Eggs,STAGE,Unique_ID,FINAL_Pittag_toeclip,Plot_ID,PIT-tag_Toeclip,,Body Condition,Ycoord,Xcoord,Comments,Head_Width,Incidental(remove_from_survey),Matured during survey
420,25-May-16,20160525,22:25,0:50,"ADS, MRL",ADS,,,21.7,19.9,92.6,0,No,T9,Transect,2;stopped at 60,TRAN-25-MAY-2016-01,,,27,R,,#390/8,6.4,,N,,L.L.,N,GY,N,SNBA,,,T9,,,OK,4117887,365076,Remove; didn't record PIT tag,,Y,N
496,19-Jun-16,20160619,22:05,0:45,"ADS, JF",KN,,,22,20.6,84,0,No,T9,Transect,3,TRAN-19-JUN-2016-01,16,,42,N,30.4,,4,0.131578947,N,,L.L.,N,GY,N,SNBA,,,T9,,,OK,4117940,365116,,,,N
668,17-Jun-17,20170617,932,1150,"HM, LC",JL,,,,25.1,28.2,,Earlier,T9,Transect,3,TR-17-JUN-2017,3,,11,N,,1440,8.3,,N,,,N,G,N,SNBA,,,T9,,,loose eggs,4117894,365054,,-,,N
910,25-Aug-16,20160825,22:04,22:29,"ADS, JF",HM,,,24.6,24.8,92.7,0,No,T15,Transect,7,TRAN-25-AUG-2016-02,0,,2,,41.8,,8.2,0.196172249,N,,L.L.,N,G,N,SNBA,,,T15,,,OK,4120268,365867,Incidental,,Y,N
936,13-Jun-17,20170613,1234,2:06,"HM, LC",JL,,,,27,87,,,T15,Transect,2,TR-13-JUN-2017-03,3,,10,R,36.9,1351,5.5,0.149051491,N,,,N,GY,N,SNBA,,,T15,,,Okay,4119858,365878,,13.7,,N
938,13-Jun-17,20170613,1234,2:06,"HM, LC",JL,,,,27,87,,,T15,Transect,2,TR-13-JUN-2017-03,3,,12,N,40.3,1353,7.3,0.181141439,N,,,N,DY,N,SNBA,,,T15,,,Okay,4119865,365860,not tagging- pit tag erupted from side,15.5,,N
993,10-May-16,20160510,22:05,0:42,"ADS, MRL, BN, NK",?,,,17.5,16.2,91.2,,,T18,Transect,1,TRAN-10-MAY-2016-01,,,26,N,34.8,#301/5,5.7,0.163793103,N,,L.L.,N,G,N,SNBA,,,T18,,,OK,4118929,367283,Bleeding,,,N
1056,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,45,N,44,#451/5,9.4,0.213636364,N,,L.L.,N,GY,Y,F,ID-900118001076737,9.00E+14,T18,,,OK,4118928,367320,Same number as recap above,,,N
1269,16-Jun-17,20170616,2100,156,"HM, JL",LC,,,,23.1,98.7,,,T18,Transect,3,TR-16-Jun-2017-01,5,,38,N,54,1394,Pee,,N,,,N,DY,Y,F,ID-900118001076841,9.00E+14,T18,,,okay,4118891,367284,,22,,N
615,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,21,N,45.2,1280,14.8,0.327433628,N,,,N,G,Y,F,ID-900118001076896,9.00E+14,T9,,,OK,4117860,365110,,19.1,,N
684,17-Jun-17,20170617,932,1150,"HM, LC",JL,,,,25.1,28.2,,Earlier,T9,Transect,3,TR-17-JUN-2017,3,,18,N,46.5,1447,11.3,0.243010753,N,,,N,GY,Y,F,ID-900118001076910,9.00E+14,T9,,,okay- minor bleed,4117934,365087,,18.7,,N
1169,15-May-17,20170515,20,128,"HM, NK",RH,,,,17.1,88.4,Clear,No,T18,Transect,1,TR-15-MAY-2017-03,2,,4,N,48.6,,17.5,0.360082305,N,,,N,DY,Y,F,ID-900118001076931,9.00E+14,T18,,,,4118937,367297,,,,N
1262,16-Jun-17,20170616,2100,156,"HM, JL",LC,,,,23.1,98.7,,,T18,Transect,3,TR-16-Jun-2017-01,5,,31,N,42,1387,11.3,0.269047619,N,,,N,GY,Y,F,ID-900118001077020,9.00E+14,T18,,,okay,4118883,367262,,20,,N
689,17-Jun-17,20170617,932,1150,"HM, LC",JL,,,,25.1,28.2,,Earlier,T9,Transect,3,TR-17-JUN-2017,3,,23,N,44.8,1452,8.3,0.185267857,N,,,N,GY,Y,F,ID-900118001077161,9.00E+14,T9,,,okay,4117931,365094,,17,,N
511,27-Jun-16,20160627,21:36,23:37,"ADS, JF",KN,,,24.5,24.4,90.3,0,No,T9,Transect,4,TRAN-27-JUN-2016-01,10,,5,N,45.4,,13.4,0.295154185,N,,L.L.,N,GY,Y,F,ID-900118001077209,9.00E+14,T9,,,OK,4117889,365046,,,,N
1197,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,18,N,48,1244,Peed,,N,,,N,GY,Y,F,ID-900118001077296,9.00E+14,T18,,,OK,4118933,367286,,17.6,,N
1089,18-Jun-16,20160618,21:27,23:51,"ADS, KN",JF,,,21.6,19.5,70.5,0,No,T18,Transect,3,TRAN-18-JUN-2016-01,18,,26,N,61.5,#569/8,19.4,0.315447154,N,,L.L.,N,Y,Y,F,ID-900118001077366,9.00E+14,T18,,,OK,4118935,367316,,,,N
1294,16-Jun-17,20170616,2100,156,"HM, JL",LC,,,,23.1,98.7,,,T18,Transect,3,TR-16-Jun-2017-01,5,,63,R,58,1419,21.6,0.372413793,N,,,N,Y,Y,F,ID-900118001077366,9.00E+14,T18,,,stumpy right hand,4118933,367332,,25,,N
634,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,40,N,50,1299,17.6,0.352,N,,,N,DY,Y,F,ID-900118001077382,9.00E+14,T9,,,OK,4117906,365126,,19.5,,N
1137,11-Jul-16,20160711,21:38,22:56,,,,,25.8,27,88,0,,T18,Transect,5,TRAN-11-JUL-2016-01,2,,3,N,48.8,,15.9,0.325819672,N,,L.L.,N,Y,Y,F,ID-900118001077611,9.00E+14,T18,,,OK,4118904,367254,,,,N
758,13-Jul-16,20160713,22:10,23:07,"ADS, JF",HM,,,26.8,26.2,92.1,0,No,T14,Transect,5,TRAN-13-JUL-2016-01,0,,5,N,53.1,,Peed,,N,,L.L.,N,GY,Y,F,ID-900118001077642,9.00E+14,T14,9.00E+14,,OK,4119701,365053,,,,N
629,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,35,N,34.6,1294,11.4,0.329479769,N,,,N,GY,Y,F,ID-900118001077666,9.00E+14,T9,,,OK,4117883,365128,,19.9,,N
238,13-Jun-16,20160613,22:07,22:55,"ADS, JF",KN,,,22,21.6,70.4,0,No,T3,Transect,3,TRAN-13-JUN-2016-03,,,9,N,56.5,#530,18,0.318584071,N,,L.L.,N,DY,Y,F,ID-900118001077770,9.00E+14,T3,,,OK,4121208,363847,,,,N
1116,26-Jun-16,20160626,21:44,23:29,"KN, ADS",JF,,,22.3,21.7,84.9,,No,T18,Transect,4,TRAN-26-JUN-2016-01,10,,14,N,43.9,,13,0.296127563,N,,L.L.,N,Y,Y,F,ID-900118001077796,9.00E+14,T18,,,OK,4119915,367304,"called a recap, doesn't show up before",,,N
86,28-Jun-16,20160628,21:51,0:09,"KN, ADS",JF,,,24.6,23.2,100,0,Rained earlier,T0,Transect,4,TRAN-28-JUN-2016-01,15,,31,N,52.9,,18.4,0.347826087,N,,L.L.,N,DY,Y,F,ID-900118001078049,9.00E+14,T0,9.00E+14,,OK,4121377,363164,,,,N
193,18-Jun-17,20170618,2310,9,"HM, LC",JL,,,,29.5,100  Check NOAA,,no,T0,Transect,3,TR-18-JUN-2017-02,1,,8,N,51.1,1483,23.1,0.452054795,N,,,N,DY,Y,F,ID-900118001078142,9.00E+14,T0,,,Okay,4121355,363167,,20.9,,N
943,18-Jun-17,20170618,0:36,2:15,"HM, LC",JL,,,,29.4,97.1  Check NOAA,,no,T15,Transect,3,TR-18-JUN-2017-03,,,1,N,57.2,1485,Pee,,N,,,N,DY,Y,F,ID-900118001078210,9.00E+14,T15,,,Okay,4119883,365916,,22.8,,N
1202,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,23,N,42.1,1249,10.1,0.239904988,N,,,N,GY,Y,F,ID-900118001078508,9.00E+14,T18,,,OK,4118910,367296,Minor bleeding,16.8,,N
604,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,10,N,48.8,1269,Peed,,N,,,N,GY,Y,F,ID-900118001078688,9.00E+14,T9,,,OK,4117904,365079,,17,,N
630,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,36,N,51,1295,16.8,0.329411765,N,,,N,GY,Y,F,ID-900118001078727,9.00E+14,T9,,,OK,4117876,365130,,20,,N
857,14-Jul-16,20160714,21:47,23:24,"ADS, FW",JF,,,25.5,26.1,96.7,0,No,T15,Transect,5,TRAN-14-JUL-2016-01,3,,3,N,52.9,,23,0.434782609,N,,L.L.,N,GY,Y,F,ID-900118001078759,9.00E+14,T15,,,OK,4119882,365905,,,,N
915,13-May-17,20170513,22:43,0:01,"HM, ADS",AC,,,,11.5,,,No,T15,Transect,1,TR-13-MAY-2017-03,,,3,R,52.8,,19.8,0.375,,,,N,Y,Y,F,ID-900118001078759,9.00E+14,T15,,,OK,4119882,365908,,,,N
158,23-Jul-16,20160723,22:05,23:50,"HM, ADS",JF,,,25.7,26.8,95.5,0,No,T0,Transect,6,TRAN-23-JUL-2016-01,2,,21,N,49.1,,15.7,0.319755601,N,,L.L.,N,GY,Y,F,ID-900118001078783,9.00E+14,T0,9.00E+14,,OK,4121389,363160,,,,N
1190,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,11,N,52.3,1237,18,0.34416826,N,,,N,GY,Y,F,ID-900118001078862,9.00E+14,T18,,,OK,4118894,367302,,19,,N
313,21-Aug-16,20160821,2126,2220,"ADS, JF",?,,,25.4,26.2,93.8,0,no,T3,Transect,7,TRAN-21-Aug-2016-02,0,,7,N,51.8,,15.4,0.297297297,N,,L.L.,N,GY,Y,F,ID-900118001078975,9.00E+14,T3,,,OK,4121216,363834,,,,N
664,17-Jun-17,20170617,932,1150,"HM, LC",JL,,,,25.1,28.2,,Earlier,T9,Transect,3,TR-17-JUN-2017,3,,8,N,46.5,1437,8.3,0.178494624,N,,,N,G,Y,F,ID-900118001079039,9.00E+14,T9,,,okay,4117879,365075,,16.9,,N
260,9-Jul-16,20160709,22:02,0:01,"HM, ADS",JF,,,25.9,26.5,82.9,0,No,T3,Transect,5,TRAN-9-JUL-2016-01,5,,7,N,49.2,,14.9,0.302845528,N,,L.L.,N,DY,Y,F,ID-900118001079133,9.00E+14,T3,,,OK,4121210,363828,,,,N
1191,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,12,N,47.3,1238,16.8,0.355179704,N,,,N,Y,Y,F,ID-900118001079230,9.00E+14,T18,,,OK,4118866,367294,Minor bleeding,18.4,,N
342,13-Jun-17,20170613,2108,2238,"HM, JL",LC,,,,22.9,86.6,,No,T3,Transect,2,TR-13-JUN-2017-01,0,,13,N,48.3,1327,15.3,0.316770186,N,,,N,DY,Y,F,ID-900118001079237,9.00E+14,T3,,,OK,4121190,363843,,,,N
773,12-Jun-17,20170612,133,248,"HM, LC",JL,,,,31.2,26.2,,No,T14,Transect,2,TR-12-JUN-2017-03,,,2,N,59.7,1310,Peed,,N,,,N,DY,Y,F,ID-900118001079328,9.00E+14,T14,,,OK,4119714,365063,,22.1,,N
1267,16-Jun-17,20170616,2100,156,"HM, JL",LC,,,,23.1,98.7,,,T18,Transect,3,TR-16-Jun-2017-01,5,,36,N,40,1392,Pee,,N,,,N,GY,Y,F,ID-900118001079341,9.00E+14,T18,,,okay,4118905,367261,,18,,N
94,28-Jun-16,20160628,21:51,0:09,"KN, ADS",JF,,,24.6,23.2,100,0,Rained earlier,T0,Transect,4,TRAN-28-JUN-2016-01,15,,39,N,55.9,,21,0.375670841,N,,L.L.,N,DY,Y,F,ID-900118001079419,9.00E+14,T0,9.00E+14,,OK,4121338,363173,,,,N
1252,16-Jun-17,20170616,2100,156,"HM, JL",LC,,,,23.1,98.7,,,T18,Transect,3,TR-16-Jun-2017-01,5,,21,N,43.9,1377,9.6,0.218678815,N,,,N,GY,Y,F,ID-900118001079449,9.00E+14,T18,,,okay,4118889,367263,,16.5,,N
1263,16-Jun-17,20170616,2100,156,"HM, JL",LC,,,,23.1,98.7,,,T18,Transect,3,TR-16-Jun-2017-01,5,,32,N,41,1388,9.8,0.23902439,N,,,N,G,Y,F,ID-900118001079580,9.00E+14,T18,,,okay,4118926,367262,,16,,N
1142,11-Jul-16,20160711,21:38,22:56,,,,,25.8,27,88,0,,T18,Transect,5,TRAN-11-JUL-2016-01,2,,8,N,51.7,,,,N,,L.L.,N,G,Y,F,ID-900118001079612,9.00E+14,T18,,,OK,4118897,367287,,,,N
953,18-Jun-17,20170618,0:36,2:15,"HM, LC",JL,,,,29.4,97.1  Check NOAA,,no,T15,Transect,3,TR-18-JUN-2017-03,,,11,N,49.6,1497,11.3,0.227822581,N,,,N,GY,Y,F,ID-900118001079779,9.00E+14,T15,,,Okay,4119861,365878,,18.7,,N
1193,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,14,N,56,1240,Peed,,N,,,N,DY,Y,F,ID-900118001079816,9.00E+14,T18,,,OK,4118900,367288,,19.8,,N
1119,26-Jun-16,20160626,21:44,23:29,"KN, ADS",JF,,,22.3,21.7,84.9,,No,T18,Transect,4,TRAN-26-JUN-2016-01,10,,17,N,54.9,,18.8,0.342440801,N,,L.L.,N,DY,Y,F,ID-900118001079832,9.00E+14,T18,,,OK,4118924,367292,,,,N
548,12-Jul-16,20160712,22:33,0:21,"ADS, JF",HM,,,25.3,25.2,88.8,0,No,T9,Transect,5,TRAN-12-JUL-2016-01,1,,6,N,48.4,,12.7,0.262396694,N,,L.L.,N,GY,Y,F,ID-900118001080000,9.00E+14,T9,,,OK,4117869,365046,,,,N
656,17-Jun-17,20170617,932,1150,"HM, LC",JL,,,,25.1,28.2,,Earlier,T9,Transect,3,TR-17-JUN-2017,3,,2,N,51,1431,16.8,0.329411765,N,,,N,DY,Y,F,ID-900118001080124,9.00E+14,T9,,,okay,4117859,365062,,19.3,,N
1136,11-Jul-16,20160711,21:38,22:56,,,,,25.8,27,88,0,,T18,Transect,5,TRAN-11-JUL-2016-01,2,,2,N,58.7,,27.5,0.468483816,N,,L.L.,N,Y,Y,F,ID-900118001080398,9.00E+14,T18,,,OK,4118898,367243,,,,N
1115,26-Jun-16,20160626,21:44,23:29,"KN, ADS",JF,,,22.3,21.7,84.9,,No,T18,Transect,4,TRAN-26-JUN-2016-01,10,,13,N,52.4,,13.2,0.251908397,N,,L.L.,N,DY,Y,F,ID-900118001080501,9.00E+14,T18,,,OK,4118914,367301,,,,N
1300,16-Jun-17,20170616,2100,156,"HM, JL",LC,,,,23.1,98.7,,,T18,Transect,3,TR-16-Jun-2017-01,5,,69,R,46,1425,10.6,0.230434783,N,,,N,GY,Y,F,ID-900118001080576,9.00E+14,T18,,,okay,4118921,367323,,20,,Y
142,23-Jul-16,20160723,22:05,23:50,"HM, ADS",JF,,,25.7,26.8,95.5,0,No,T0,Transect,6,TRAN-23-JUL-2016-01,2,,5,N,47,,11.9,0.253191489,N,,L.L.,N,DY,Y,F,ID-900118001080715,9.00E+14,T0,9.00E+14,,OK,4121427,363149,Found by body shape,,,N
1078,18-Jun-16,20160618,21:27,23:51,"ADS, KN",JF,,,21.6,19.5,70.5,0,No,T18,Transect,3,TRAN-18-JUN-2016-01,18,,15,N,52.4,#562/8,16.6,0.316793893,N,,L.L.,N,Y,Y,F,ID-900118001080719,9.00E+14,T18,,,OK,4118895,367305,,,,N
351,18-Jun-17,20170618,2110,2251,"HM, LC",JL,,,,28.9,100  check NOAA,,no,T3,Transect,3,TR-18-JUN-2017-01,,,2,N,50.1,1457,11.4,0.22754491,N,,,N,DY,Y,F,ID-900118001080743,9.00E+14,T3,,,Okay- minor bleed,4121227,363802,,16.2,,N
348,13-Jun-17,20170613,2108,2238,"HM, JL",LC,,,,22.9,86.6,,No,T3,Transect,2,TR-13-JUN-2017-01,0,,19,N,47.5,1333,15.8,0.332631579,N,,,N,DY,Y,F,ID-900118001080786,9.00E+14,T3,,,OK,4121156,363862,,,,N
1138,11-Jul-16,20160711,21:38,22:56,,,,,25.8,27,88,0,,T18,Transect,5,TRAN-11-JUL-2016-01,2,,4,N,61.3,,36.4,0.593800979,N,,L.L.,N,Y,Y,F,ID-900118001080925,9.00E+14,T18,,,OK,4118880,367272,,,,N
1026,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,15,N,46,#431/5,10.4,0.226086957,N,,L.L.,N,Y,Y,F,ID-900118001080962,9.00E+14,T18,,,OK,4118913,367262,,,,N
1111,26-Jun-16,20160626,21:44,23:29,"KN, ADS",JF,,,22.3,21.7,84.9,,No,T18,Transect,4,TRAN-26-JUN-2016-01,10,,9,R,49,,12,0.244897959,N,,L.L.,N,DY,Y,F,ID-900118001080962,9.00E+14,T18,,,OK,4118907,367258,,,,N
257,9-Jul-16,20160709,22:02,0:01,"HM, ADS",JF,,,25.9,26.5,82.9,0,No,T3,Transect,5,TRAN-9-JUL-2016-01,5,,4,N,50.3,,15.2,0.302186879,N,,L.L.,N,DY,Y,F,ID-900118001081126,9.00E+14,T3,,,OK,4121213,363798,,,,N
1199,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,20,N,46.7,1246,14,0.299785867,N,,,N,DY,Y,F,ID-900118001081521,9.00E+14,T18,,,OK,4118909,367295,,17.9,,N
836,22-Jun-16,20160622,21:45,23:15,"ADS, JF",KN,,,24,24.5,80.7,,No,T15,Transect,4,TRAN-22-JUN-2016-01,2,,1,N,47.9,,16.1,0.33611691,N,,L.L.,N,DY,Y,F,ID-900118001081670,9.00E+14,T15,,,OK,4119877,365900,,,,N
856,14-Jul-16,20160714,21:47,23:24,"ADS, FW",JF,,,25.5,26.1,96.7,0,No,T15,Transect,5,TRAN-14-JUL-2016-01,3,,2,R,50,,16,0.32,N,,L.L.,N,GY,Y,F,ID-900118001081670,9.00E+14,T15,,,OK,4119880,365905,,,,N
565,12-Jul-16,20160712,22:33,0:21,"ADS, JF",HM,,,25.3,25.2,88.8,0,No,T9,Transect,5,TRAN-12-JUL-2016-01,1,,23,N,53.2,,Peed,,N,,L.L.,N,GY,Y,F,ID-900118001081878,9.00E+14,T9,,,OK,4117902,365089,,,,N
297,24-Jul-16,20160724,21:11,22:46,"ADS, HM",JF,,,33,32.4,90.3,0,No,T3,Transect,6,TRAN-24-JUL-2016-01,2,3,15,N,59.1,,18.1,0.306260575,N,,L.L.,N,DY,Y,F,ID-900118001081894,9.00E+14,T3,,,OK,4121188,363835,,,,N
363,18-Jun-17,20170618,2110,2251,"HM, LC",JL,,,,28.9,100  check NOAA,,no,T3,Transect,3,TR-18-JUN-2017-01,,,13,R,52.8,1469,22.8,0.431818182,N,,,N,DY,Y,F,ID-900118001081894,9.00E+14,T3,,,Okay,4121176,363829,,20.2,,N
187,18-Jun-17,20170618,2310,9,"HM, LC",JL,,,,29.5,100  Check NOAA,,no,T0,Transect,3,TR-18-JUN-2017-02,1,,2,N,50.5,1477,21.7,0.42970297,N,,,N,DY,Y,F,ID-900118001081961,9.00E+14,T0,,,Okay,4121430,363131,,20,,N
188,18-Jun-17,20170618,2310,9,"HM, LC",JL,,,,29.5,100  Check NOAA,,no,T0,Transect,3,TR-18-JUN-2017-02,1,,3,R,51,1478,20,0.392156863,N,,,N,DY,Y,F,ID-900118001082631,9.00E+14,T0,,,Okay,4121420,363136,,19.6,,Y
1188,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,9,N,55.2,1234,18,0.326086957,N,,,N,Y,Y,F,ID-900118001082874,9.00E+14,T18,,,OK,4118901,367296,,22.7,,N
632,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,38,N,51.2,1297,16.1,0.314453125,N,,,N,DY,Y,F,ID-900118001083171,9.00E+14,T9,,,OK,4117889,365119,,20.2,,N
1151,11-Jul-16,20160711,21:38,22:56,,,,,25.8,27,88,0,,T18,Transect,5,TRAN-11-JUL-2016-01,2,,17,N,51.2,,,,N,,L.L.,N,DY,Y,F,ID-900118001083281,9.00E+14,T18,,,OK,4118919,367322,,,,N
1281,16-Jun-17,20170616,2100,156,"HM, JL",LC,,,,23.1,98.7,,,T18,Transect,3,TR-16-Jun-2017-01,5,,50,R,52,1406,20.1,0.386538462,N,,,N,DY,Y,F,ID-900118001083281,9.00E+14,T18,,,okay,4118925,367303,,23,,N
1063,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,52,N,40.9,#457/5,7.6,0.185819071,N,,L.L.,N,G,Y,F,ID-982000363614687,9.82E+14,T18,,,OK,4118928,367314,,,,N
1161,25-Jul-16,20160725,22:33,23:07,"ADS, HM",JF,,,29.9,30.3,78.7,0.9,No,T18,Transect,6,TRAN-25-JUL-2016-02,0,,4,R,40.4,,7.8,0.193069307,N,,L.L.,N,GY,Y,F,ID-982000363614687,9.82E+14,T18,,,OK,4118939,367336,,,,N
1005,10-May-16,20160510,22:05,0:42,"ADS, MRL, BN, NK",?,,,17.5,16.2,91.2,,,T18,Transect,1,TRAN-10-MAY-2016-01,,,38,N,48.6,#312/5,13.4,0.275720165,N,,L.L.,N,DY,Y,F,ID-982000406255110,9.82E+14,T18,9.82E+14,,OK,4118940,367313,,,,N
1211,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,32,R,44.8,1258,5,0.111607143,N,,,N,GY,Y,F,ID-982000406255134,9.82E+14,T18,,,OK,4118919,367338,,17.7,,Y
434,25-May-16,20160525,22:25,0:50,"ADS, MRL",ADS,,,21.7,19.9,92.6,0,No,T9,Transect,2;stopped at 60,TRAN-25-MAY-2016-01,,,41,N,41.7,#406/8,14.8,0.354916067,N,,L.L.,N,DY,Y,F,ID-982000406255161,9.82E+14,T9,,,OK,4117913,365075,,,,N
667,17-Jun-17,20170617,932,1150,"HM, LC",JL,,,,25.1,28.2,,Earlier,T9,Transect,3,TR-17-JUN-2017,3,,10,R,51,1439,16.3,0.319607843,N,,,N,DY,Y,F,ID-982000406255161,9.82E+14,T9,,,okay,4117915,365069,,20,,N
17,17-May-16,20160517,21:55,23:17,"ADS, MRL","HW, MD, MS",,,17.8,15.1,94.4,0,Drizzle,T0,Transect,1,TRAN-17-MAY-2016-01,,,17,N,49.2,301/8,11.9,0.241869919,N,,L.L.,N,GY,Y,F,ID-982000406562531,9.82E+14,T0,2531,,OK,4121397,363192,,,,N
87,28-Jun-16,20160628,21:51,0:09,"KN, ADS",JF,,,24.6,23.2,100,0,Rained earlier,T0,Transect,4,TRAN-28-JUN-2016-01,15,,32,R,53.3,,15,0.281425891,N,,L.L.,N,Y,Y,F,ID-982000406562531,9.82E+14,T0,9.82E+14,,OK,4121399,363181,,,,N
1094,18-Jun-16,20160618,21:27,23:51,"ADS, KN",JF,,,21.6,19.5,70.5,0,No,T18,Transect,3,TRAN-18-JUN-2016-01,18,,31,N,54,#573/8,15.2,0.281481481,N,,L.L.,N,GY,Y,F,ID-982000406562561,9.82E+14,T18,,,OK,4118927,367311,,,,N
1082,18-Jun-16,20160618,21:27,23:51,"ADS, KN",JF,,,21.6,19.5,70.5,0,No,T18,Transect,3,TRAN-18-JUN-2016-01,18,,19,N,48.2,#565/8,5.5,0.114107884,N,,L.L.,N,GY,Y,F,ID-982000406562590,9.82E+14,T18,,,OK,4118905,367293,,,,N
1147,11-Jul-16,20160711,21:38,22:56,,,,,25.8,27,88,0,,T18,Transect,5,TRAN-11-JUL-2016-01,2,,13,R,40.8,,12.3,0.301470588,N,,L.L.,N,G,Y,F,ID-982000406562590,9.82E+14,T18,,,OK,4118919,367303,,,,N
1080,18-Jun-16,20160618,21:27,23:51,"ADS, KN",JF,,,21.6,19.5,70.5,0,No,T18,Transect,3,TRAN-18-JUN-2016-01,18,,17,N,50,#564/8,10.8,0.216,N,,L.L.,N,DY,Y,F,ID-982000406562598,9.82E+14,T18,,,OK,4118904,367294,,,,N
1075,18-Jun-16,20160618,21:27,23:51,"ADS, KN",JF,,,21.6,19.5,70.5,0,No,T18,Transect,3,TRAN-18-JUN-2016-01,18,,12,N,51.5,#559/8,14.8,0.287378641,N,,L.L.,N,Y,Y,F,ID-982000406562609,9.82E+14,T18,,,OK,4118907,367244,,,,N
808,29-May-16,20160529,22:12,23:30,"ADS, MRL",JF,,,23.1,23.3,33.4,0,Rained earlier,T15,Transect,2,TRAN-29-MAY-2016-01,,,1,N,48.1,#409/8,,,N,,L.L.,N,GY,Y,F,ID-982000406562610,9.82E+14,T15,,,OK,4119867,365916,,,,N
781,17-Jun-17,20170617,30,114,"LC, HM",JR,,,,24.2,100,,no,T14,Transect,3,TR-17-JUN-2017-02,,,2,R,40.8,1455,16.1,0.394607843,N,,,N,GY,Y,F,ID-982000406562613,9.82E+14,T14,,,OK,4118703,365060,,20.5,,Y
642,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,48,R,50.2,1307,14.1,0.280876494,N,,,N,DY,Y,F,ID-982000406562638,9.82E+14,T9,9.82E+14,,OK,4117910,365122,,18.4,,Y
999,10-May-16,20160510,22:05,0:42,"ADS, MRL, BN, NK",?,,,17.5,16.2,91.2,,,T18,Transect,1,TRAN-10-MAY-2016-01,,,32,N,53.4,#307/5,17.3,0.323970037,N,,L.L.,N,Y,Y,F,ID-982000406562691,9.82E+14,T18,9.82E+14,,OK,4118927,367307,,,,N
547,12-Jul-16,20160712,22:33,0:21,"ADS, JF",HM,,,25.3,25.2,88.8,0,No,T9,Transect,5,TRAN-12-JUL-2016-01,1,,5,R,47.8,,11.1,0.232217573,N,,L.L.,N,GY,Y,F,ID-982000406562697,9.82E+14,T9,,,OK,4117862,365016,,,,Y
996,10-May-16,20160510,22:05,0:42,"ADS, MRL, BN, NK",?,,,17.5,16.2,91.2,,,T18,Transect,1,TRAN-10-MAY-2016-01,,,29,N,55.8,#304/5,18,0.322580645,N,,L.L.,N,Y,Y,F,ID-982000406562706,9.82E+14,T18,9.82E+14,,OK,4118931,367316,,,,N
409,25-May-16,20160525,22:25,0:50,"ADS, MRL",ADS,,,21.7,19.9,92.6,0,No,T9,Transect,2;stopped at 60,TRAN-25-MAY-2016-01,,,16,N,48.1,#386/8,14.6,0.303534304,N,,L.L.,N,DY,Y,F,ID-982000406562725,9.82E+14,T9,,,OK,4117902,365029,,,,N
